id_statoedificioentita;id_statoedificio;id_catastro;id_situazione;entita;data_limite;mensile;m2;prezzo_vendita;tmstmp;ordine;sigillato;note;chiave;chiaveoccupante;tipoentita;codiceallarme;inquilino;richiestauscita;m2t
1216;341;20268;NULL;03 - 02;NULL;NULL;64;NULL;0x00000000015450C6;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1217;341;20268;NULL;+1 - 01;NULL;NULL;44;NULL;0x00000000015450C7;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1218;341;20268;NULL;+1 - 01;NULL;NULL;44;NULL;0x00000000015450C8;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1219;341;20268;NULL; - ;NULL;NULL;72;NULL;0x00000000015450C9;11;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1220;342;2034;NULL;0 - 01;NULL;NULL;63;NULL;0x00000000015450CA;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1221;342;2034;NULL;0 - 02;NULL;NULL;64;NULL;0x00000000015450CB;2;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1222;342;2034;NULL;01 - 01;NULL;NULL;69;NULL;0x00000000015450CC;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1223;342;2034;NULL;01 - 02;NULL;NULL;69;NULL;0x00000000015450CD;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1224;342;2034;NULL;02 - 01;NULL;NULL;69;NULL;0x00000000015450CE;5;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1225;342;2034;NULL;02 - 02;NULL;NULL;69;NULL;0x00000000015450CF;6;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1226;342;2034;NULL;03 - 01;NULL;NULL;69;NULL;0x00000000015450D0;7;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1227;342;2034;NULL;03 - 02;NULL;NULL;69;NULL;0x00000000015450D1;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1228;342;2034;NULL;+1 - 01;NULL;NULL;51;NULL;0x00000000015450D2;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1229;342;2034;NULL;+1 - 02;NULL;NULL;51;NULL;0x00000000015450D3;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1230;342;2034;NULL; - ;NULL;NULL;66;NULL;0x00000000015450D4;11;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1231;343;2035;NULL;0 - ;NULL;NULL;575;NULL;0x00000000015450D5;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1232;343;2035;NULL;01 - ;NULL;NULL;507;NULL;0x00000000015450D6;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1233;343;2035;NULL;02 - ;NULL;NULL;318;NULL;0x00000000015450D7;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1234;343;2035;NULL;0 - ;NULL;NULL;264;NULL;0x00000000015450D8;4;0;NULL;0;0;DEPORTIVO;NULL;NULL;0;0
1235;343;2035;NULL;0 - ;NULL;NULL;59;NULL;0x00000000015450D9;5;0;NULL;0;0;DEPORTIVO;NULL;NULL;0;0
1236;344;2036;NULL;0 - 01;NULL;NULL;52;NULL;0x00000000015450DA;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1237;344;2036;NULL;0 - 02;NULL;NULL;52;NULL;0x00000000015450DB;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1238;344;2036;NULL;01 - 01;NULL;NULL;56;NULL;0x00000000015450DC;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1239;344;2036;NULL;01 - 02;NULL;NULL;56;NULL;0x00000000015450DD;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1240;344;2036;NULL;02 - 01;NULL;NULL;56;NULL;0x00000000015450DE;5;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1241;344;2036;NULL;02 - 02;NULL;NULL;56;NULL;0x00000000015450DF;6;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1242;344;2036;NULL;03 - 01;NULL;NULL;56;NULL;0x00000000015450E0;7;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1243;344;2036;NULL;03 - 02;NULL;NULL;56;NULL;0x00000000015450E1;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1244;344;2036;NULL;+1 - 01;NULL;NULL;25;NULL;0x00000000015450E2;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1245;344;2036;NULL;+1 - 02;NULL;NULL;25;NULL;0x00000000015450E3;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1246;344;2036;NULL; - ;NULL;NULL;67;NULL;0x00000000015450E4;11;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1247;345;2037;NULL;0 - 01;NULL;NULL;63;NULL;0x00000000015450E5;1;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1248;345;2037;NULL;0 - 02;NULL;NULL;64;NULL;0x00000000015450E6;2;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1249;345;2037;NULL;01 - 01;NULL;NULL;69;NULL;0x00000000015450E7;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1250;345;2037;NULL;01 - 02;NULL;NULL;69;NULL;0x00000000015450E8;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1251;345;2037;NULL;02 - 01;NULL;NULL;69;NULL;0x00000000015450E9;5;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1252;345;2037;NULL;02 - 02;NULL;NULL;69;NULL;0x00000000015450EA;6;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1253;345;2037;NULL;03 - 01;NULL;NULL;69;NULL;0x00000000015450EB;7;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1254;345;2037;NULL;03 - 02;NULL;NULL;69;NULL;0x00000000015450EC;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1255;345;2037;NULL;+1 - 01;NULL;NULL;51;NULL;0x00000000015450ED;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1256;345;2037;NULL;+1 - 02;NULL;NULL;51;NULL;0x00000000015450EE;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1257;345;2037;NULL; - ;NULL;NULL;66;NULL;0x00000000015450EF;11;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1258;346;37200;NULL;0 - 01;NULL;NULL;69;NULL;0x00000000015450F0;1;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1259;346;37200;NULL;0 - 02;NULL;NULL;188;NULL;0x00000000015450F1;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1260;346;37200;NULL;01 - 01;NULL;NULL;132;NULL;0x00000000015450F2;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1261;346;37200;NULL;02 - 01;NULL;NULL;132;NULL;0x00000000015450F3;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1262;347;37201;NULL;-1 - ;NULL;NULL;17;NULL;0x00000000015450F4;1;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1263;347;37201;NULL;0 - ;NULL;NULL;109;NULL;0x00000000015450F5;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1264;347;37201;NULL;01 - ;NULL;NULL;89;NULL;0x00000000015450F6;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1265;348;2038;NULL;0 - 01;NULL;NULL;148;NULL;0x00000000015450F7;1;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1266;348;2038;NULL;0 - 02;NULL;NULL;227;NULL;0x00000000015450F8;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1267;348;2038;NULL;01 - 01;NULL;NULL;156;NULL;0x00000000015450F9;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1268;349;2039;NULL;0 - 01;NULL;NULL;268;NULL;0x00000000015450FA;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1269;349;2039;NULL;01 - 01;NULL;NULL;203;NULL;0x00000000015450FB;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1270;349;2039;NULL;02 - 01;NULL;NULL;19;NULL;0x00000000015450FC;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1271;349;2039;NULL;0 - 01;NULL;NULL;54;NULL;0x00000000015450FD;4;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1272;349;2039;NULL;0 - 01;NULL;NULL;23;NULL;0x00000000015450FE;5;0;NULL;0;0;DEPORTIVO;NULL;NULL;0;0
1273;350;2040;NULL;0 - 01;NULL;NULL;55;NULL;0x00000000015450FF;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1274;350;2040;NULL;0 - 02;NULL;NULL;21;NULL;0x0000000001545101;2;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1275;350;2040;NULL;0 - 01;NULL;NULL;100;NULL;0x0000000001545102;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1276;350;2040;NULL;01 - 01;NULL;NULL;87;NULL;0x0000000001545103;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1277;350;2040;NULL;0 - 01;NULL;NULL;34;NULL;0x0000000001545104;5;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1278;351;2041;NULL;0 - 01;NULL;NULL;21;NULL;0x0000000001545105;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1279;351;2041;NULL;01 - 01;NULL;NULL;74;NULL;0x0000000001545106;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1280;351;2041;NULL;02 - 01;NULL;NULL;86;NULL;0x0000000001545107;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1281;351;2041;NULL;0 - 01;NULL;NULL;17;NULL;0x0000000001545108;4;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1282;352;16002;NULL;0 - 01;NULL;NULL;116;NULL;0x0000000001545109;1;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1283;352;16002;NULL;0 - 02;NULL;NULL;27;NULL;0x000000000154510A;2;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1284;352;16002;NULL;AL - 01;NULL;NULL;49;NULL;0x000000000154510B;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1285;352;16002;NULL;01 - 01;NULL;NULL;73;NULL;0x000000000154510C;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1286;352;16002;NULL;01 - 02;NULL;NULL;70;NULL;0x000000000154510D;5;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1287;352;16002;NULL;02 - 01;NULL;NULL;74;NULL;0x000000000154510E;6;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1288;352;16002;NULL;02 - 02;NULL;NULL;72;NULL;0x000000000154510F;7;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1289;352;16002;NULL;03 - 01;NULL;NULL;74;NULL;0x0000000001545110;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1290;352;16002;NULL;03 - 02;NULL;NULL;71;NULL;0x0000000001545111;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1291;352;16002;NULL;04 - 01;NULL;NULL;49;NULL;0x0000000001545112;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1292;352;16002;NULL;04 - 02;NULL;NULL;46;NULL;0x0000000001545113;11;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1293;352;16002;NULL;05 - 01;NULL;NULL;36;NULL;0x0000000001545114;12;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1294;352;16002;NULL;05 - 02;NULL;NULL;26;NULL;0x0000000001545115;13;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1295;352;16002;NULL; - ;NULL;NULL;86;NULL;0x0000000001545116;14;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1296;353;2042;NULL;0 - 01;NULL;NULL;39;NULL;0x0000000001545117;1;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1297;353;2042;NULL;0 - 02;NULL;NULL;96;NULL;0x0000000001545118;2;0;NULL;0;0;INDUSTRIAL;NULL;NULL;0;0
1298;353;2042;NULL;AL - 01;NULL;NULL;55;NULL;0x0000000001545119;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1299;353;2042;NULL;AL - 02;NULL;NULL;66;NULL;0x000000000154511A;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1300;353;2042;NULL;EN - 01;NULL;NULL;44;NULL;0x000000000154511B;5;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1301;353;2042;NULL;EN - 02;NULL;NULL;36;NULL;0x000000000154511C;6;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1302;353;2042;NULL;EN - 03;NULL;NULL;44;NULL;0x000000000154511D;7;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1303;353;2042;NULL;01 - 01;NULL;NULL;44;NULL;0x000000000154511E;8;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1304;353;2042;NULL;01 - 02;NULL;NULL;36;NULL;0x000000000154511F;9;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1305;353;2042;NULL;01 - 03;NULL;NULL;44;NULL;0x0000000001545120;10;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1306;353;2042;NULL;02 - 01;NULL;NULL;44;NULL;0x0000000001545121;11;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1307;353;2042;NULL;02 - 02;NULL;NULL;36;NULL;0x0000000001545122;12;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1308;353;2042;NULL;02 - 03;NULL;NULL;44;NULL;0x0000000001545123;13;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1309;353;2042;NULL;+1 - 01;NULL;NULL;40;NULL;0x0000000001545124;14;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1310;353;2042;NULL;+1 - 02;NULL;NULL;40;NULL;0x0000000001545125;15;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1311;353;2042;NULL;+2 - 01;NULL;NULL;33;NULL;0x0000000001545126;16;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1312;353;2042;NULL;+2 - 02;NULL;NULL;28;NULL;0x0000000001545127;17;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1313;353;2042;NULL; - ;NULL;NULL;85;NULL;0x0000000001545128;18;0;NULL;0;0;ELEMENTOS COMUNES;NULL;NULL;0;0
1314;354;2044;NULL;0 - 01;NULL;NULL;18;NULL;0x0000000001545129;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1315;354;2044;NULL;0 - 02;NULL;NULL;122;NULL;0x000000000154512A;2;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1316;354;2044;NULL;01 - 01;NULL;NULL;140;NULL;0x000000000154512B;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1317;354;2044;NULL;02 - 01;NULL;NULL;25;NULL;0x000000000154512C;4;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1318;354;2044;NULL;0 - 01;NULL;NULL;44;NULL;0x000000000154512D;5;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1319;355;20269;NULL;0 - ;NULL;NULL;127;NULL;0x000000000154512E;1;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1320;355;20269;NULL;01 - ;NULL;NULL;127;NULL;0x000000000154512F;2;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1321;355;20269;NULL;02 - ;NULL;NULL;66;NULL;0x0000000001545130;3;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1322;356;13837;NULL;0 - ;NULL;NULL;407;NULL;0x0000000001545131;1;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1323;356;13837;NULL;01 - ;NULL;NULL;65;NULL;0x0000000001545132;2;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1324;356;13837;NULL;0 - ;NULL;NULL;23;NULL;0x0000000001545133;3;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
1325;356;13837;NULL;0 - ;NULL;NULL;55;NULL;0x0000000001545134;4;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1326;357;37402;NULL;00 - ;NULL;NULL;1003;NULL;0x0000000001545135;1;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1327;357;37402;NULL;AL - ;NULL;NULL;376;NULL;0x0000000001545136;2;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1328;357;37402;NULL;01 - ;NULL;NULL;983;NULL;0x0000000001545137;3;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1329;357;37402;NULL;02 - ;NULL;NULL;911;NULL;0x0000000001545138;4;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1330;357;37402;NULL;03 - ;NULL;NULL;856;NULL;0x0000000001545139;5;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1331;357;37402;NULL;04 - ;NULL;NULL;757;NULL;0x000000000154513A;6;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1332;357;37402;NULL;05 - ;NULL;NULL;757;NULL;0x000000000154513B;7;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1333;357;37402;NULL;06 - ;NULL;NULL;757;NULL;0x000000000154513C;8;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1334;357;37402;NULL;07 - ;NULL;NULL;757;NULL;0x000000000154513D;9;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1335;357;37402;NULL;08 - ;NULL;NULL;757;NULL;0x000000000154513E;10;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1336;357;37402;NULL;09 - ;NULL;NULL;757;NULL;0x000000000154513F;11;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1337;357;37402;NULL;10 - ;NULL;NULL;757;NULL;0x0000000001545140;12;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1338;357;37402;NULL;11 - ;NULL;NULL;757;NULL;0x0000000001545141;13;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1339;357;37402;NULL;12 - ;NULL;NULL;757;NULL;0x0000000001545142;14;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1340;357;37402;NULL;13 - ;NULL;NULL;757;NULL;0x0000000001545143;15;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1341;357;37402;NULL;14 - ;NULL;NULL;757;NULL;0x0000000001545144;16;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1342;357;37402;NULL;15 - ;NULL;NULL;757;NULL;0x0000000001545145;17;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1343;357;37402;NULL;16 - ;NULL;NULL;757;NULL;0x0000000001545146;18;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1344;357;37402;NULL;17 - ;NULL;NULL;757;NULL;0x0000000001545147;19;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1345;357;37402;NULL;18 - ;NULL;NULL;757;NULL;0x0000000001545148;20;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1346;357;37402;NULL;19 - ;NULL;NULL;757;NULL;0x0000000001545149;21;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1347;357;37402;NULL;20 - ;NULL;NULL;757;NULL;0x000000000154514A;22;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1348;357;37402;NULL;21 - ;NULL;NULL;757;NULL;0x000000000154514B;23;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1349;357;37402;NULL;22 - ;NULL;NULL;580;NULL;0x000000000154514C;24;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1350;357;37402;NULL;23 - ;NULL;NULL;443;NULL;0x000000000154514D;25;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1351;357;37402;NULL;24 - ;NULL;NULL;485;NULL;0x000000000154514E;26;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1352;357;37402;NULL;25 - ;NULL;NULL;485;NULL;0x000000000154514F;27;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1353;357;37402;NULL;26 - ;NULL;NULL;424;NULL;0x0000000001545150;28;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1354;357;37402;NULL;-2 - ;NULL;NULL;1003;NULL;0x0000000001545151;29;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1355;357;37402;NULL;-1 - ;NULL;NULL;1003;NULL;0x0000000001545152;30;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1356;358;37417;NULL;-6 - ;NULL;NULL;89;NULL;0x0000000001545153;1;0;NULL;0;0;AGRARIO;NULL;NULL;0;0
1357;358;37417;NULL;-5 - ;NULL;NULL;2016;NULL;0x0000000001545154;2;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1358;358;37417;NULL;-4 - ;NULL;NULL;2016;NULL;0x0000000001545155;3;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1359;358;37417;NULL;-3 - ;NULL;NULL;2016;NULL;0x0000000001545156;4;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1360;358;37417;NULL;-2 - ;NULL;NULL;2016;NULL;0x0000000001545157;5;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1361;358;37417;NULL;-1 - ;NULL;NULL;783;NULL;0x0000000001545158;6;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1362;358;37417;NULL;00 - ;NULL;NULL;269;NULL;0x0000000001545159;7;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1363;358;37417;NULL;00 - ;NULL;NULL;255;NULL;0x000000000154515A;8;0;NULL;0;0;COMERCIO;NULL;NULL;0;0
1364;358;37417;NULL;01 - ;NULL;NULL;680;NULL;0x000000000154515B;9;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1365;358;37417;NULL;02 - ;NULL;NULL;680;NULL;0x000000000154515C;10;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1366;358;37417;NULL;03 - ;NULL;NULL;680;NULL;0x000000000154515D;11;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1367;358;37417;NULL;04 - ;NULL;NULL;680;NULL;0x000000000154515E;12;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1368;358;37417;NULL;05 - ;NULL;NULL;680;NULL;0x000000000154515F;13;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1369;358;37417;NULL;06 - ;NULL;NULL;680;NULL;0x0000000001545160;14;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1370;358;37417;NULL;07 - ;NULL;NULL;792;NULL;0x0000000001545161;15;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1371;358;37417;NULL;08 - ;NULL;NULL;792;NULL;0x0000000001545162;16;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1372;358;37417;NULL;09 - ;NULL;NULL;525;NULL;0x0000000001545163;17;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1373;358;37417;NULL;10 - ;NULL;NULL;525;NULL;0x0000000001545164;18;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1374;358;37417;NULL;11 - ;NULL;NULL;525;NULL;0x0000000001545165;19;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1375;358;37417;NULL;OM - UN;NULL;NULL;2912;NULL;0x0000000001545166;20;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1376;359;37419;NULL;00 - 01;NULL;NULL;607;NULL;0x0000000001545167;1;0;NULL;0;0;INDUSTRIAL;NULL;NULL;0;0
1377;360;37425;NULL;00 - ;NULL;NULL;259;NULL;0x0000000001545168;1;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1378;360;37425;NULL;01 - ;NULL;NULL;490;NULL;0x0000000001545169;2;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1379;360;37425;NULL;02 - ;NULL;NULL;490;NULL;0x000000000154516A;3;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1380;360;37425;NULL;03 - ;NULL;NULL;490;NULL;0x000000000154516B;4;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1381;360;37425;NULL;04 - ;NULL;NULL;490;NULL;0x000000000154516C;5;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1382;360;37425;NULL;05 - ;NULL;NULL;490;NULL;0x000000000154516D;6;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1383;360;37425;NULL;06 - ;NULL;NULL;490;NULL;0x000000000154516E;7;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1384;360;37425;NULL;07 - ;NULL;NULL;490;NULL;0x000000000154516F;8;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1385;360;37425;NULL;08 - ;NULL;NULL;490;NULL;0x0000000001545170;9;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1386;360;37425;NULL;09 - ;NULL;NULL;490;NULL;0x0000000001545171;10;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1387;360;37425;NULL;10 - ;NULL;NULL;490;NULL;0x0000000001545172;11;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1388;360;37425;NULL;11 - ;NULL;NULL;490;NULL;0x0000000001545173;12;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1389;360;37425;NULL;C0 - ;NULL;NULL;64;NULL;0x0000000001545174;13;0;NULL;0;0;HOTELERO;NULL;NULL;0;0
1390;360;37425;NULL;00 - ;NULL;NULL;302;NULL;0x0000000001545175;14;0;NULL;0;0;OCIO HOSTEL.;NULL;NULL;0;0
1391;360;37425;NULL;-1 - ;NULL;NULL;596;NULL;0x0000000001545176;15;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1392;360;37425;NULL;IS - CIN;NULL;NULL;26;NULL;0x0000000001545177;16;0;NULL;0;0;DEPORTIVO;NULL;NULL;0;0
1393;360;37425;NULL;-2 - ;NULL;NULL;488;NULL;0x0000000001545178;17;0;NULL;0;0;DEPORTIVO;NULL;NULL;0;0
1394;360;37425;NULL;-2 - ;NULL;NULL;152;NULL;0x0000000001545179;18;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1395;361;37430;NULL;-3 - 01;NULL;NULL;7173;NULL;0x000000000154517A;1;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1396;361;37430;NULL;-2 - 01;NULL;NULL;7173;NULL;0x000000000154517B;2;0;NULL;0;0;APARCAMIENTO;NULL;NULL;0;0
1397;361;37430;NULL;-1 - 01;NULL;NULL;7173;NULL;0x000000000154517C;3;0;NULL;0;0;ALMACEN;NULL;NULL;0;0
1398;361;37430;NULL;SS - 01;NULL;NULL;5977;NULL;0x000000000154517D;4;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1399;361;37430;NULL;00 - 01;NULL;NULL;4555;NULL;0x000000000154517E;5;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1400;361;37430;NULL;AL - 01;NULL;NULL;1011;NULL;0x000000000154517F;6;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1401;361;37430;NULL;01 - 01;NULL;NULL;2166;NULL;0x0000000001545180;7;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1402;361;37430;NULL;02 - 01;NULL;NULL;3042;NULL;0x0000000001545181;8;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1403;361;37430;NULL;03 - 01;NULL;NULL;1996;NULL;0x0000000001545182;9;0;NULL;0;0;ESPECTACULOS;NULL;NULL;0;0
1404;361;37430;NULL;04 - 01;NULL;NULL;943;NULL;0x0000000001545183;10;0;NULL;0;0;OFICINA;NULL;NULL;0;0
1405;361;37430;NULL;05 - 01;NULL;NULL;943;NULL;0x0000000001545184;11;0;NULL;0;0;OFICINA;NULL;NULL;0;0
